datetime,symbol,open,high,low,close,volume
2025-07-10 17:00:00,NASDAQ:AMD,142.35,143.72,142.33,143.33,259796.0
2025-07-10 17:15:00,NASDAQ:AMD,143.3,144.38,143.3,144.37,318766.0
2025-07-10 17:30:00,NASDAQ:AMD,144.39,145.82,144.21,145.1,525034.0
2025-07-10 17:45:00,NASDAQ:AMD,145.1,145.66,144.08,144.44,317506.0
2025-07-10 18:00:00,NASDAQ:AMD,144.46,144.76,143.52,143.6,164777.0
2025-07-10 18:15:00,NASDAQ:AMD,143.65,144.245,143.24,144.14,201807.0
2025-07-10 18:30:00,NASDAQ:AMD,144.15,144.32,143.85,144.32,127913.0
2025-07-10 18:45:00,NASDAQ:AMD,144.31,144.37,144.0,144.12,63498.0
2025-07-10 19:00:00,NASDAQ:AMD,144.11,144.21,143.26,143.38,89908.0
2025-07-10 19:15:00,NASDAQ:AMD,143.37,144.02,143.11,143.89,92455.0
2025-07-10 19:30:00,NASDAQ:AMD,143.92,144.55,143.68,144.35,119055.0
2025-07-10 19:45:00,NASDAQ:AMD,144.36,144.6,144.15,144.35,62854.0
2025-07-10 20:00:00,NASDAQ:AMD,144.38,144.52,144.13,144.23,46698.0
2025-07-10 20:15:00,NASDAQ:AMD,144.23,144.23,143.93,144.07,62593.0
2025-07-10 20:30:00,NASDAQ:AMD,144.08,144.48,144.02,144.36,61494.0
2025-07-10 20:45:00,NASDAQ:AMD,144.35,144.58,144.3,144.52,51867.0
2025-07-10 21:00:00,NASDAQ:AMD,144.51,144.54,144.07,144.13,85244.0
2025-07-10 21:15:00,NASDAQ:AMD,144.13,144.28,143.79,143.89,72676.0
2025-07-10 21:30:00,NASDAQ:AMD,143.9,144.07,143.73,143.89,71226.0
2025-07-10 21:45:00,NASDAQ:AMD,143.88,143.88,143.33,143.49,112118.0
2025-07-10 22:00:00,NASDAQ:AMD,143.49,143.735,143.35,143.57,64538.0
2025-07-10 22:15:00,NASDAQ:AMD,143.57,144.12,143.27,143.35,132345.0
2025-07-10 22:30:00,NASDAQ:AMD,143.34,143.72,143.22,143.64,152592.0
2025-07-10 22:45:00,NASDAQ:AMD,143.63,144.24,143.61,144.15,301713.0
2025-07-10 23:00:00,NASDAQ:AMD,144.04,144.21,144.01,144.02,6791.0
2025-07-10 23:15:00,NASDAQ:AMD,144.09,144.1,144.02,144.08,1300.0
2025-07-10 23:30:00,NASDAQ:AMD,144.09,144.28,144.09,144.27,7478.0
2025-07-10 23:45:00,NASDAQ:AMD,144.29,144.38,144.26,144.38,4406.0
2025-07-11 00:00:00,NASDAQ:AMD,144.35,144.38,144.3,144.3,2611.0
2025-07-11 00:15:00,NASDAQ:AMD,144.3,144.37,144.24,144.26,2794.0
2025-07-11 00:30:00,NASDAQ:AMD,144.26,144.3,144.2,144.24,3496.0
2025-07-11 00:45:00,NASDAQ:AMD,144.23,144.25,144.16,144.2,1886.0
2025-07-11 01:00:00,NASDAQ:AMD,144.22,144.3,144.21,144.3,3556.0
2025-07-11 01:15:00,NASDAQ:AMD,144.27,144.33,144.24,144.3,509.0
2025-07-11 01:30:00,NASDAQ:AMD,144.32,144.33,144.3,144.32,882.0
2025-07-11 01:45:00,NASDAQ:AMD,144.31,144.35,144.31,144.34,616.0
2025-07-11 02:00:00,NASDAQ:AMD,144.33,144.58,144.33,144.54,2124.0
2025-07-11 02:15:00,NASDAQ:AMD,144.53,144.71,144.45,144.71,4096.0
2025-07-11 02:30:00,NASDAQ:AMD,144.71,144.9,144.67,144.9,2909.0
2025-07-11 02:45:00,NASDAQ:AMD,144.87,145.0,144.86,144.9,7313.0
2025-07-11 11:00:00,NASDAQ:AMD,144.91,144.91,143.04,143.04,9287.0
2025-07-11 11:15:00,NASDAQ:AMD,143.01,143.63,142.99,143.6,7030.0
2025-07-11 11:30:00,NASDAQ:AMD,143.56,143.69,143.4,143.61,1453.0
2025-07-11 11:45:00,NASDAQ:AMD,143.56,143.87,143.48,143.76,1593.0
2025-07-11 12:00:00,NASDAQ:AMD,143.76,143.9,143.7,143.87,2329.0
2025-07-11 12:15:00,NASDAQ:AMD,143.92,143.94,143.76,143.78,808.0
2025-07-11 12:30:00,NASDAQ:AMD,143.76,143.81,143.52,143.58,4484.0
2025-07-11 12:45:00,NASDAQ:AMD,143.5,143.58,143.13,143.13,2473.0
2025-07-11 13:00:00,NASDAQ:AMD,143.2,143.6,143.12,143.55,6716.0
2025-07-11 13:15:00,NASDAQ:AMD,143.54,143.6,143.26,143.28,1223.0
2025-07-11 13:30:00,NASDAQ:AMD,143.4,143.4,143.11,143.26,1077.0
2025-07-11 13:45:00,NASDAQ:AMD,143.3,143.36,143.2,143.3,890.0
2025-07-11 14:00:00,NASDAQ:AMD,143.33,143.38,142.93,143.36,22807.0
2025-07-11 14:15:00,NASDAQ:AMD,143.4,143.46,143.16,143.41,6015.0
2025-07-11 14:30:00,NASDAQ:AMD,143.38,143.62,143.32,143.33,5154.0
2025-07-11 14:45:00,NASDAQ:AMD,143.33,143.42,143.21,143.36,2266.0
2025-07-11 15:00:00,NASDAQ:AMD,143.36,143.7,143.24,143.7,7528.0
2025-07-11 15:15:00,NASDAQ:AMD,143.7,143.7,143.13,143.26,8884.0
2025-07-11 15:30:00,NASDAQ:AMD,143.23,143.49,142.95,143.0,11878.0
2025-07-11 15:45:00,NASDAQ:AMD,143.06,143.2,143.06,143.15,3184.0
2025-07-11 16:00:00,NASDAQ:AMD,143.1,143.3,143.05,143.3,4913.0
2025-07-11 16:15:00,NASDAQ:AMD,143.29,143.29,142.35,142.68,20973.0
2025-07-11 16:30:00,NASDAQ:AMD,142.54,143.13,141.6,142.36,474073.0
2025-07-11 16:45:00,NASDAQ:AMD,142.35,143.64,142.2,143.33,271243.0
2025-07-11 17:00:00,NASDAQ:AMD,143.35,143.52,142.93,143.425,133467.0
2025-07-11 17:15:00,NASDAQ:AMD,143.42,144.19,143.05,144.07,156030.0
2025-07-11 17:30:00,NASDAQ:AMD,144.07,144.84,143.94,144.61,214289.0
2025-07-11 17:45:00,NASDAQ:AMD,144.59,145.16,143.94,144.0,220567.0
2025-07-11 18:00:00,NASDAQ:AMD,144.01,144.7,143.92,144.15,120209.0
2025-07-11 18:15:00,NASDAQ:AMD,144.16,145.27,144.06,145.19,186510.0
2025-07-11 18:30:00,NASDAQ:AMD,145.17,145.77,144.88,145.6,179985.0
2025-07-11 18:45:00,NASDAQ:AMD,145.6,145.79,144.99,145.27,170684.0
2025-07-11 19:00:00,NASDAQ:AMD,145.26,145.67,145.26,145.5,90655.0
2025-07-11 19:15:00,NASDAQ:AMD,145.52,145.73,145.2,145.6,89154.0
2025-07-11 19:30:00,NASDAQ:AMD,145.59,145.95,145.32,145.61,114473.0
2025-07-11 19:45:00,NASDAQ:AMD,145.61,146.3,145.5,146.23,196920.0
2025-07-11 20:00:00,NASDAQ:AMD,146.24,147.15,146.13,146.91,277055.0
2025-07-11 20:15:00,NASDAQ:AMD,146.9,147.39,146.83,147.13,174839.0
2025-07-11 20:30:00,NASDAQ:AMD,147.15,147.18,146.52,146.7,142653.0
2025-07-11 20:45:00,NASDAQ:AMD,146.68,147.025,146.44,146.99,177107.0
2025-07-11 21:00:00,NASDAQ:AMD,146.97,147.25,146.73,146.865,218285.0
2025-07-11 21:15:00,NASDAQ:AMD,146.87,146.97,146.51,146.68,69497.0
2025-07-11 21:30:00,NASDAQ:AMD,146.67,147.0,146.64,146.94,81076.0
2025-07-11 21:45:00,NASDAQ:AMD,146.95,147.06,146.68,146.71,82748.0
2025-07-11 22:00:00,NASDAQ:AMD,146.72,146.72,145.92,146.4,163255.0
2025-07-11 22:15:00,NASDAQ:AMD,146.41,146.68,146.27,146.33,95271.0
2025-07-11 22:30:00,NASDAQ:AMD,146.32,146.71,146.29,146.58,108901.0
2025-07-11 22:45:00,NASDAQ:AMD,146.61,147.02,146.35,146.44,333813.0
2025-07-11 23:00:00,NASDAQ:AMD,146.35,146.45,146.28,146.33,7931.0
2025-07-11 23:15:00,NASDAQ:AMD,146.35,146.45,146.2,146.38,9514.0
