datetime,symbol,open,high,low,close,volume
2025-07-09 15:45:00,NYSE:JNJ,156.1,156.13,156.1,156.13,28.0
2025-07-09 16:00:00,NYSE:JNJ,156.13,156.13,156.1,156.1,52.0
2025-07-09 16:15:00,NYSE:JNJ,156.13,156.13,155.76,155.83,233.0
2025-07-09 16:30:00,NYSE:JNJ,155.85,156.7,155.58,156.18,22097.0
2025-07-09 16:45:00,NYSE:JNJ,156.2,156.2,155.66,155.74,15701.0
2025-07-09 17:00:00,NYSE:JNJ,155.69,155.75,155.415,155.45,17167.0
2025-07-09 17:15:00,NYSE:JNJ,155.45,155.82,155.45,155.67,7117.0
2025-07-09 17:30:00,NYSE:JNJ,155.66,155.73,155.48,155.61,9882.0
2025-07-09 17:45:00,NYSE:JNJ,155.615,155.845,155.44,155.44,7612.0
2025-07-09 18:00:00,NYSE:JNJ,155.45,155.64,155.33,155.44,9520.0
2025-07-09 18:15:00,NYSE:JNJ,155.455,155.48,155.29,155.3,8221.0
2025-07-09 18:30:00,NYSE:JNJ,155.34,155.51,155.32,155.34,8290.0
2025-07-09 18:45:00,NYSE:JNJ,155.33,155.38,155.2,155.33,5116.0
2025-07-09 19:00:00,NYSE:JNJ,155.3,155.47,155.28,155.42,6329.0
2025-07-09 19:15:00,NYSE:JNJ,155.43,155.5,155.28,155.34,6212.0
2025-07-09 19:30:00,NYSE:JNJ,155.35,155.55,155.33,155.55,6373.0
2025-07-09 19:45:00,NYSE:JNJ,155.52,155.54,155.42,155.45,4460.0
2025-07-09 20:00:00,NYSE:JNJ,155.44,155.57,155.38,155.56,11846.0
2025-07-09 20:15:00,NYSE:JNJ,155.53,155.67,155.32,155.34,7739.0
2025-07-09 20:30:00,NYSE:JNJ,155.35,155.35,155.07,155.34,8080.0
2025-07-09 20:45:00,NYSE:JNJ,155.34,155.63,155.33,155.44,7352.0
2025-07-09 21:00:00,NYSE:JNJ,155.47,155.72,155.47,155.62,11127.0
2025-07-09 21:15:00,NYSE:JNJ,155.63,155.63,155.47,155.49,10413.0
2025-07-09 21:30:00,NYSE:JNJ,155.5,155.65,155.5,155.62,6743.0
2025-07-09 21:45:00,NYSE:JNJ,155.64,155.76,155.61,155.64,9840.0
2025-07-09 22:00:00,NYSE:JNJ,155.64,155.69,155.47,155.59,12897.0
