datetime,symbol,open,high,low,close,volume
2025-06-24 13:15:00,NASDAQ:USEG,1.55,1.55,1.52,1.52,505.0
2025-06-24 13:30:00,NASDAQ:USEG,1.52,1.53,1.51,1.51,2454.0
2025-06-24 13:45:00,NASDAQ:USEG,1.52,1.54,1.52,1.54,2459.0
2025-06-24 14:00:00,NASDAQ:USEG,1.54,1.6,1.54,1.55,29908.0
2025-06-24 14:15:00,NASDAQ:USEG,1.58,1.59,1.58,1.59,1801.0
2025-06-24 14:30:00,NASDAQ:USEG,1.57,1.57,1.53,1.53,516.0
2025-06-24 14:45:00,NASDAQ:USEG,1.52,1.54,1.52,1.54,2824.0
2025-06-24 15:00:00,NASDAQ:USEG,1.53,1.53,1.49,1.5,10820.0
2025-06-24 15:15:00,NASDAQ:USEG,1.49,1.52,1.49,1.49,3910.0
2025-06-24 15:30:00,NASDAQ:USEG,1.49,1.52,1.49,1.52,9411.0
2025-06-24 15:45:00,NASDAQ:USEG,1.51,1.51,1.51,1.51,115.0
2025-06-24 16:00:00,NASDAQ:USEG,1.5,1.52,1.5,1.51,1767.0
2025-06-24 16:15:00,NASDAQ:USEG,1.52,1.52,1.48,1.51,9852.0
2025-06-24 16:30:00,NASDAQ:USEG,1.51,1.51,1.445,1.475,27060.0
2025-06-24 16:45:00,NASDAQ:USEG,1.475,1.5,1.47,1.475,11960.0
2025-06-24 17:00:00,NASDAQ:USEG,1.475,1.57,1.475,1.53,21525.0
2025-06-24 17:15:00,NASDAQ:USEG,1.54,1.61,1.54,1.61,70677.0
2025-06-24 17:30:00,NASDAQ:USEG,1.61,1.625,1.59,1.59,14706.0
2025-06-24 17:45:00,NASDAQ:USEG,1.585,1.62,1.585,1.62,2655.0
2025-06-24 18:00:00,NASDAQ:USEG,1.59,1.59,1.58,1.59,5872.0
2025-06-24 18:15:00,NASDAQ:USEG,1.595,1.605,1.585,1.585,8468.0
