datetime,symbol,open,high,low,close,volume
2025-06-26 16:15:00,NASDAQ:INTU,758.85,765.07,758.74,765.07,116.0
2025-06-26 16:30:00,NASDAQ:INTU,760.0,762.5,758.32,761.14,3773.0
2025-06-26 16:45:00,NASDAQ:INTU,761.46,763.17,760.7,762.68,4971.0
2025-06-26 17:00:00,NASDAQ:INTU,762.69,764.07,762.31,764.07,2209.0
2025-06-26 17:15:00,NASDAQ:INTU,764.09,765.89,763.98,765.89,3712.0
2025-06-26 17:30:00,NASDAQ:INTU,765.92,766.31,764.22,764.93,3053.0
2025-06-26 17:45:00,NASDAQ:INTU,765.05,768.9,764.99,768.9,3467.0
2025-06-26 18:00:00,NASDAQ:INTU,768.42,768.63,767.5,768.63,3173.0
2025-06-26 18:15:00,NASDAQ:INTU,768.65,769.04,768.06,768.16,4373.0
2025-06-26 18:30:00,NASDAQ:INTU,768.18,769.64,767.79,769.12,3713.0
2025-06-26 18:45:00,NASDAQ:INTU,769.33,771.09,768.89,770.905,3283.0
2025-06-26 19:00:00,NASDAQ:INTU,770.71,771.19,769.48,769.48,1630.0
2025-06-26 19:15:00,NASDAQ:INTU,769.42,769.83,769.07,769.16,1755.0
2025-06-26 19:30:00,NASDAQ:INTU,769.16,769.41,768.24,768.24,3255.0
2025-06-26 19:45:00,NASDAQ:INTU,768.03,769.24,767.83,769.21,1119.0
2025-06-26 20:00:00,NASDAQ:INTU,769.1,769.28,768.47,769.04,1794.0
2025-06-26 20:15:00,NASDAQ:INTU,769.06,770.08,769.06,769.955,2018.0
2025-06-26 20:30:00,NASDAQ:INTU,770.0,771.07,769.88,770.1,2552.0
2025-06-26 20:45:00,NASDAQ:INTU,769.9,770.1,769.45,769.89,1450.0
2025-06-26 21:00:00,NASDAQ:INTU,769.89,770.65,769.29,769.63,3441.0
2025-06-26 21:15:00,NASDAQ:INTU,769.51,769.95,769.28,769.44,1947.0
2025-06-26 21:30:00,NASDAQ:INTU,769.54,770.83,769.54,770.66,3132.0
2025-06-26 21:45:00,NASDAQ:INTU,770.97,772.09,770.23,771.87,3098.0
2025-06-26 22:00:00,NASDAQ:INTU,771.96,772.77,771.94,772.42,3131.0
2025-06-26 22:15:00,NASDAQ:INTU,772.3,772.65,772.06,772.29,4715.0
2025-06-26 22:30:00,NASDAQ:INTU,772.33,772.86,771.4,771.58,6965.0
2025-06-26 22:45:00,NASDAQ:INTU,771.56,773.33,771.26,772.8,26546.0
2025-06-26 23:00:00,NASDAQ:INTU,773.45,774.0,772.86,772.87,21.0
2025-06-26 23:15:00,NASDAQ:INTU,772.87,772.88,772.87,772.88,13.0
2025-06-26 23:45:00,NASDAQ:INTU,772.86,772.86,772.86,772.86,2.0
2025-06-27 00:00:00,NASDAQ:INTU,772.9,772.9,772.9,772.9,1.0
2025-06-27 01:00:00,NASDAQ:INTU,773.99,773.99,773.99,773.99,3.0
2025-06-27 01:15:00,NASDAQ:INTU,774.0,774.0,774.0,774.0,1.0
2025-06-27 02:00:00,NASDAQ:INTU,773.5,773.5,773.5,773.5,3.0
2025-06-27 11:30:00,NASDAQ:INTU,773.31,773.31,773.31,773.31,1.0
2025-06-27 14:00:00,NASDAQ:INTU,774.86,775.0,773.49,775.0,23.0
2025-06-27 14:30:00,NASDAQ:INTU,775.0,775.0,775.0,775.0,1.0
