datetime,symbol,open,high,low,close,volume
2025-07-10 17:00:00,NASDAQ:META,726.24,726.24,719.7,721.235,185544.0
2025-07-10 17:15:00,NASDAQ:META,721.18,722.04,719.6,720.69,93675.0
2025-07-10 17:30:00,NASDAQ:META,720.74,723.58,720.25,723.58,57540.0
2025-07-10 17:45:00,NASDAQ:META,723.56,725.5,722.92,725.17,64217.0
2025-07-10 18:00:00,NASDAQ:META,725.28,726.07,723.28,723.87,58238.0
2025-07-10 18:15:00,NASDAQ:META,724.0,727.48,723.9,727.1,48592.0
2025-07-10 18:30:00,NASDAQ:META,727.12,727.38,725.79,726.91,31021.0
2025-07-10 18:45:00,NASDAQ:META,726.93,727.12,726.2,727.08,13622.0
2025-07-10 19:00:00,NASDAQ:META,727.045,727.26,725.54,726.12,55971.0
2025-07-10 19:15:00,NASDAQ:META,726.21,726.72,725.7,725.86,19101.0
2025-07-10 19:30:00,NASDAQ:META,725.89,726.33,724.86,725.7,18159.0
2025-07-10 19:45:00,NASDAQ:META,725.77,726.05,725.11,725.6,12532.0
2025-07-10 20:00:00,NASDAQ:META,725.67,726.2,724.25,724.25,32190.0
2025-07-10 20:15:00,NASDAQ:META,724.34,725.8,723.645,725.74,38360.0
2025-07-10 20:30:00,NASDAQ:META,725.71,726.1,724.89,725.21,24442.0
2025-07-10 20:45:00,NASDAQ:META,725.2,725.57,724.46,724.79,19204.0
2025-07-10 21:00:00,NASDAQ:META,724.87,724.89,724.09,724.7,18748.0
2025-07-10 21:15:00,NASDAQ:META,724.67,725.18,724.63,724.71,10529.0
2025-07-10 21:30:00,NASDAQ:META,724.72,724.99,724.02,724.02,16194.0
2025-07-10 21:45:00,NASDAQ:META,724.05,725.06,724.0,724.83,16686.0
2025-07-10 22:00:00,NASDAQ:META,724.93,725.52,724.81,725.31,19101.0
2025-07-10 22:15:00,NASDAQ:META,725.26,726.65,725.0,726.5,36652.0
2025-07-10 22:30:00,NASDAQ:META,726.4,727.49,726.07,727.22,37660.0
2025-07-10 22:45:00,NASDAQ:META,727.24,728.39,726.08,727.1,134742.0
2025-07-10 23:00:00,NASDAQ:META,727.0,727.26,726.47,726.48,890.0
2025-07-10 23:15:00,NASDAQ:META,726.55,727.1,726.55,727.06,511.0
2025-07-10 23:30:00,NASDAQ:META,727.1,727.3,727.01,727.1,502.0
2025-07-10 23:45:00,NASDAQ:META,727.12,727.26,726.61,726.75,146.0
2025-07-11 00:00:00,NASDAQ:META,726.75,727.11,726.75,727.11,42.0
2025-07-11 00:15:00,NASDAQ:META,727.09,727.24,726.55,726.8,223.0
2025-07-11 00:30:00,NASDAQ:META,726.75,727.0,726.69,726.93,105.0
2025-07-11 00:45:00,NASDAQ:META,727.0,727.0,726.87,726.91,36.0
2025-07-11 01:00:00,NASDAQ:META,727.07,727.36,727.0,727.18,159.0
2025-07-11 01:15:00,NASDAQ:META,727.18,727.46,727.06,727.06,133.0
2025-07-11 01:30:00,NASDAQ:META,727.1,727.4,727.1,727.1,135.0
2025-07-11 01:45:00,NASDAQ:META,727.25,727.48,727.25,727.4,133.0
2025-07-11 02:00:00,NASDAQ:META,727.5,727.82,727.5,727.82,345.0
2025-07-11 02:15:00,NASDAQ:META,727.4,727.4,727.25,727.3,158.0
2025-07-11 02:30:00,NASDAQ:META,727.73,727.73,727.25,727.25,187.0
2025-07-11 02:45:00,NASDAQ:META,727.34,727.6,727.23,727.6,342.0
2025-07-11 11:00:00,NASDAQ:META,723.44,725.55,721.18,721.31,2187.0
2025-07-11 11:15:00,NASDAQ:META,721.17,721.78,721.01,721.32,695.0
2025-07-11 11:30:00,NASDAQ:META,721.2,722.51,721.2,721.95,326.0
2025-07-11 11:45:00,NASDAQ:META,721.92,722.59,721.72,722.59,143.0
2025-07-11 12:00:00,NASDAQ:META,722.5,722.95,722.5,722.95,53.0
2025-07-11 12:15:00,NASDAQ:META,723.08,723.74,722.74,722.74,176.0
2025-07-11 12:30:00,NASDAQ:META,722.74,723.88,722.58,723.6,108.0
2025-07-11 12:45:00,NASDAQ:META,723.44,723.58,722.1,722.1,203.0
2025-07-11 13:00:00,NASDAQ:META,722.31,723.06,722.3,722.7,71.0
2025-07-11 13:15:00,NASDAQ:META,722.7,722.96,722.43,722.61,122.0
2025-07-11 13:30:00,NASDAQ:META,722.63,722.69,722.25,722.25,22.0
2025-07-11 13:45:00,NASDAQ:META,722.37,722.84,722.05,722.41,76.0
2025-07-11 14:00:00,NASDAQ:META,722.71,723.27,722.0,723.19,1225.0
2025-07-11 14:15:00,NASDAQ:META,723.22,723.6,722.93,723.6,880.0
2025-07-11 14:30:00,NASDAQ:META,723.61,723.68,723.39,723.42,1350.0
2025-07-11 14:45:00,NASDAQ:META,723.41,724.36,723.41,723.84,1139.0
2025-07-11 15:00:00,NASDAQ:META,723.8,724.02,723.61,723.88,709.0
2025-07-11 15:15:00,NASDAQ:META,723.88,723.96,722.78,723.2,1784.0
2025-07-11 15:30:00,NASDAQ:META,723.01,723.65,722.75,723.3,536.0
2025-07-11 15:45:00,NASDAQ:META,723.3,723.78,723.23,723.6,614.0
2025-07-11 16:00:00,NASDAQ:META,723.53,723.54,720.95,722.31,2799.0
2025-07-11 16:15:00,NASDAQ:META,722.35,724.34,722.0,722.99,1477.0
2025-07-11 16:30:00,NASDAQ:META,722.495,725.16,709.75,710.41,277655.0
2025-07-11 16:45:00,NASDAQ:META,710.34,715.36,709.74,714.48,166540.0
2025-07-11 17:00:00,NASDAQ:META,714.39,715.66,713.31,714.75,87706.0
